Case_Number,Year,Type,Country,Activity,Sex,Age,Fatal (Y/N),Species,Month,Country_Code,Latitude,Longitude,Season
1988-11-08,1988,Sea Disaster,AUSTRALIA,,M,17.0,Y,,11,AU,-27.0,133.0,Spring
1988-11-07,1988,Sea Disaster,AUSTRALIA,,M,62.0,Y,,11,AU,-27.0,133.0,Spring
1988-10-22,1988,Unprovoked,AUSTRALIA,surfing,M,38.0,N,,10,AU,-27.0,133.0,Spring
1988-10-06,1988,Unprovoked,AUSTRALIA,surfing,M,15.0,N,,10,AU,-27.0,133.0,Spring
1988-02-12,1988,Watercraft,AUSTRALIA,fishing,,,N,mako shark,2,AU,-27.0,133.0,Summer
1988-00-00,1988,Unprovoked,AUSTRALIA,surfing,M,12.0,N,wobbegong,0,AU,-27.0,133.0,
1987-09-18,1987,Unprovoked,AUSTRALIA,snorkeling,M,47.0,Y,white shark,9,AU,-27.0,133.0,Winter
1987-05-06,1987,Provoked,AUSTRALIA,fishing,M,34.0,N,,5,AU,-27.0,133.0,Autumn
1987-03-30,1987,Unprovoked,AUSTRALIA,surfing,M,18.0,N,bronze whaler shark,3,AU,-27.0,133.0,Summer
1987-01-06,1987,Unprovoked,AUSTRALIA,swimming,M,37.0,N,,1,AU,-27.0,133.0,Summer
1986-10-01,1986,Unprovoked,AUSTRALIA,,,,,,10,AU,-27.0,133.0,Spring
1986-08-03,1986,Unprovoked,AUSTRALIA,snorkeling,F,,N,wobbegong,8,AU,-27.0,133.0,Winter
1986-07-26,1986,Watercraft,AUSTRALIA,fishing,,,N,white shark,7,AU,-27.0,133.0,Winter
1986-05-18,1986,Unprovoked,AUSTRALIA,snorkeling,M,,N,wobbegong,5,AU,-27.0,133.0,Autumn
1986-02-01,1986,Unprovoked,AUSTRALIA,surfing,M,29.0,N,bronze whaler shark,2,AU,-27.0,133.0,Summer
1985-11-11,1985,Provoked,AUSTRALIA,fishing,M,,N,,11,AU,-27.0,133.0,Spring
1985-03-03,1985,Unprovoked,AUSTRALIA,snorkeling,F,33.0,Y,white shark,3,AU,-27.0,133.0,Summer
1984-11-30,1984,Unprovoked,AUSTRALIA,,M,16.0,Y,tiger shark,11,AU,-27.0,133.0,Spring
1984-03-01,1984,Unprovoked,AUSTRALIA,,,,,,3,AU,-27.0,133.0,Summer
1984-02-11,1984,Unprovoked,AUSTRALIA,multiple activities,M,27.0,N,,2,AU,-27.0,133.0,Summer
1983-12-24,1983,Unprovoked,AUSTRALIA,snorkeling,M,48.0,N,white shark,12,AU,-27.0,133.0,Spring
1983-07-26,1983,Sea Disaster,AUSTRALIA,swimming,F,21.0,Y,tiger shark,7,AU,-27.0,133.0,Winter
1983-07-25,1983,Sea Disaster,AUSTRALIA,swimming,M,24.0,Y,tiger shark,7,AU,-27.0,133.0,Winter
1983-07-25,1983,Sea Disaster,AUSTRALIA,,M,28.0,N,tiger shark,7,AU,-27.0,133.0,Winter
1982-03-07,1982,Unprovoked,AUSTRALIA,surfing,M,20.0,Y,,3,AU,-27.0,133.0,Summer
1982-02-28,1982,Unprovoked,AUSTRALIA,multiple activities,M,32.0,Y,white shark,2,AU,-27.0,133.0,Summer
1981-12-13,1981,Unprovoked,AUSTRALIA,,,,N,,12,AU,-27.0,133.0,Spring
1981-02-16,1981,Unprovoked,AUSTRALIA,,M,,N,hammerhead shark,2,AU,-27.0,133.0,Summer
1981-02-07,1981,Unprovoked,AUSTRALIA,,,,,,2,AU,-27.0,133.0,Summer
1981-00-00,1981,Unprovoked,AUSTRALIA,surfing,M,27.0,N,tiger shark,0,AU,-27.0,133.0,
1980-11-18,1980,Unprovoked,AUSTRALIA,swimming,M,,N,,11,AU,-27.0,133.0,Spring
1979-09-14,1979,Unprovoked,AUSTRALIA,snorkeling,M,18.0,N,,9,AU,-27.0,133.0,Winter
1978-12-29,1978,Unprovoked,AUSTRALIA,,M,,N,,12,AU,-27.0,133.0,Spring
1978-09-02,1978,Unprovoked,AUSTRALIA,snorkeling,M,34.0,N,,9,AU,-27.0,133.0,Winter
1978-04-00,1978,Unprovoked,AUSTRALIA,snorkeling,M,,N,sevengill shark,4,AU,-27.0,133.0,Autumn
1977-08-31,1977,Unprovoked,AUSTRALIA,surfing,M,17.0,N,white shark,8,AU,-27.0,133.0,Winter
1977-08-23,1977,Unprovoked,AUSTRALIA,swimming,M,25.0,Y,,8,AU,-27.0,133.0,Winter
1977-04-26,1977,Unprovoked,AUSTRALIA,,M,,N,,4,AU,-27.0,133.0,Autumn
1977-03-13,1977,Sea Disaster,AUSTRALIA,,M,32.0,N,,3,AU,-27.0,133.0,Summer
1977-03-13,1977,Sea Disaster,AUSTRALIA,,M,74.0,Y,,3,AU,-27.0,133.0,Summer
1977-03-13,1977,Sea Disaster,AUSTRALIA,,M,45.0,Y,,3,AU,-27.0,133.0,Summer
1977-02-26,1977,Unprovoked,AUSTRALIA,surfing,M,24.0,N,,2,AU,-27.0,133.0,Summer
1976-12-29,1976,Unprovoked,AUSTRALIA,,M,,N,,12,AU,-27.0,133.0,Spring
1976-09-19,1976,Unprovoked,AUSTRALIA,snorkeling,M,27.0,N,,9,AU,-27.0,133.0,Winter
1976-06-01,1976,Watercraft,AUSTRALIA,,F,,N,,6,AU,-27.0,133.0,Autumn
1976-01-12,1976,Unprovoked,AUSTRALIA,,F,,N,,1,AU,-27.0,133.0,Summer
1975-12-29,1975,Watercraft,AUSTRALIA,,,,N,,12,AU,-27.0,133.0,Spring
1975-12-02,1975,Provoked,AUSTRALIA,,M,35.0,N,nurse shark,12,AU,-27.0,133.0,Spring
1975-11-19,1975,Unprovoked,AUSTRALIA,wading,M,20.0,N,,11,AU,-27.0,133.0,Spring
1975-11-07,1975,Unprovoked,AUSTRALIA,,M,,N,,11,AU,-27.0,133.0,Spring
1975-10-12,1975,Unprovoked,AUSTRALIA,surfing,M,20.0,N,,10,AU,-27.0,133.0,Spring
1975-07-30,1975,Unprovoked,AUSTRALIA,snorkeling,M,37.0,Y,white shark,7,AU,-27.0,133.0,Winter
1975-07-26,1975,Unprovoked,AUSTRALIA,surfing,M,21.0,N,,7,AU,-27.0,133.0,Winter
1975-07-05,1975,Provoked,AUSTRALIA,multiple activities,M,29.0,N,,7,AU,-27.0,133.0,Winter
1975-03-18,1975,Unprovoked,AUSTRALIA,,F,,N,,3,AU,-27.0,133.0,Summer
1975-03-13,1975,Provoked,AUSTRALIA,snorkeling,,18.0,N,bronze whaler shark,3,AU,-27.0,133.0,Summer
1975-02-10,1975,Unprovoked,AUSTRALIA,multiple activities,M,12.0,Y,white shark,2,AU,-27.0,133.0,Summer
1975-02-09,1975,Unprovoked,AUSTRALIA,fishing,M,45.0,N,,2,AU,-27.0,133.0,Summer
1975-02-07,1975,Unprovoked,AUSTRALIA,,M,,N,,2,AU,-27.0,133.0,Summer
1975-01-19,1975,Unprovoked,AUSTRALIA,surfing,M,17.0,Y,,1,AU,-27.0,133.0,Summer
1974-12-10,1974,Unprovoked,AUSTRALIA,,,32.0,N,,12,AU,-27.0,133.0,Spring
1974-09-01,1974,Sea Disaster,AUSTRALIA,fishing,M,30.0,N,,9,AU,-27.0,133.0,Winter
1974-01-09,1974,Unprovoked,AUSTRALIA,snorkeling,M,26.0,Y,white shark,1,AU,-27.0,133.0,Summer
1974-00-00,1974,Unprovoked,AUSTRALIA,multiple activities,M,,N,bronze whaler shark,0,AU,-27.0,133.0,
1973-11-25,1973,Unprovoked,AUSTRALIA,,,,N,,11,AU,-27.0,133.0,Spring
1973-11-03,1973,Unprovoked,AUSTRALIA,,M,,N,,11,AU,-27.0,133.0,Spring
1973-08-27,1973,Unprovoked,AUSTRALIA,,,21.0,,,8,AU,-27.0,133.0,Winter
1973-08-25,1973,Unprovoked,AUSTRALIA,surfing,M,16.0,N,,8,AU,-27.0,133.0,Winter
1973-03-26,1973,Unprovoked,AUSTRALIA,,M,,N,,3,AU,-27.0,133.0,Summer
1972-12-22,1972,Unprovoked,AUSTRALIA,,M,,N,,12,AU,-27.0,133.0,Spring
1972-12-08,1972,Provoked,AUSTRALIA,,,24.0,N,,12,AU,-27.0,133.0,Spring
1972-10-22,1972,Unprovoked,AUSTRALIA,multiple activities,M,24.0,N,,10,AU,-27.0,133.0,Spring
1972-10-21,1972,Unprovoked,AUSTRALIA,surfing,M,19.0,N,bronze whaler shark,10,AU,-27.0,133.0,Spring
1972-08-08,1972,Unprovoked,AUSTRALIA,snorkeling,M,45.0,N,white shark,8,AU,-27.0,133.0,Winter
1972-06-26,1972,Unprovoked,AUSTRALIA,,M,,Y,,6,AU,-27.0,133.0,Autumn
1972-06-26,1972,Unprovoked,AUSTRALIA,,M,,Y,,6,AU,-27.0,133.0,Autumn
1972-04-01,1972,Unprovoked,AUSTRALIA,,F,,N,,4,AU,-27.0,133.0,Autumn
1972-02-20,1972,Unprovoked,AUSTRALIA,surfing,M,18.0,N,,2,AU,-27.0,133.0,Summer
1972-02-12,1972,Unprovoked,AUSTRALIA,,,,N,,2,AU,-27.0,133.0,Summer
1971-12-23,1971,Unprovoked,AUSTRALIA,,,22.0,N,,12,AU,-27.0,133.0,Spring
1971-12-05,1971,Unprovoked,AUSTRALIA,,M,20.0,Y,,12,AU,-27.0,133.0,Spring
1971-11-25,1971,Provoked,AUSTRALIA,,,20.0,N,,11,AU,-27.0,133.0,Spring
1971-09-05,1971,Unprovoked,AUSTRALIA,fishing,M,51.0,Y,,9,AU,-27.0,133.0,Winter
1971-08-21,1971,Provoked,AUSTRALIA,snorkeling,M,26.0,N,nurse shark,8,AU,-27.0,133.0,Winter
1971-01-02,1971,Unprovoked,AUSTRALIA,swimming,M,,N,,1,AU,-27.0,133.0,Summer
1971-00-00,1971,Unprovoked,AUSTRALIA,surfing,M,15.0,N,white shark,0,AU,-27.0,133.0,
1970-09-02,1970,Provoked,AUSTRALIA,,M,20.0,N,,9,AU,-27.0,133.0,Winter
1969-11-30,1969,Unprovoked,AUSTRALIA,swimming,M,15.0,N,,11,AU,-27.0,133.0,Spring
1969-11-05,1969,Provoked,AUSTRALIA,,M,27.0,N,,11,AU,-27.0,133.0,Spring
1969-05-14,1969,Unprovoked,AUSTRALIA,,,,N,,5,AU,-27.0,133.0,Autumn
1969-03-25,1969,Provoked,AUSTRALIA,,M,65.0,N,mako shark,3,AU,-27.0,133.0,Summer
1969-02-17,1969,Provoked,AUSTRALIA,fishing,M,49.0,N,,2,AU,-27.0,133.0,Summer
1969-01-27,1969,Unprovoked,AUSTRALIA,snorkeling,M,21.0,N,,1,AU,-27.0,133.0,Summer
1969-01-00,1969,Unprovoked,AUSTRALIA,,M,,N,,1,AU,-27.0,133.0,Summer
1968-12-26,1968,Provoked,AUSTRALIA,,M,27.0,N,nurse shark,12,AU,-27.0,133.0,Spring
1968-12-09,1968,Unprovoked,AUSTRALIA,,M,,N,white shark,12,AU,-27.0,133.0,Spring
1968-11-02,1968,Provoked,AUSTRALIA,,M,16.0,N,,11,AU,-27.0,133.0,Spring
1968-04-15,1968,Unprovoked,AUSTRALIA,snorkeling,M,21.0,N,bronze whaler shark,4,AU,-27.0,133.0,Autumn
1968-04-07,1968,Provoked,AUSTRALIA,,M,47.0,N,,4,AU,-27.0,133.0,Autumn
1968-02-20,1968,Unprovoked,AUSTRALIA,swimming,F,14.0,N,,2,AU,-27.0,133.0,Summer
1968-02-04,1968,Unprovoked,AUSTRALIA,multiple activities,M,26.0,N,bronze whaler shark,2,AU,-27.0,133.0,Summer
1968-02-02,1968,Unprovoked,AUSTRALIA,,,,N,,2,AU,-27.0,133.0,Summer
1967-12-17,1967,Unprovoked,AUSTRALIA,swimming,M,59.0,Y,,12,AU,-27.0,133.0,Spring
1967-11-30,1967,Provoked,AUSTRALIA,snorkeling,M,15.0,N,nurse shark,11,AU,-27.0,133.0,Spring
1967-11-30,1967,Unprovoked,AUSTRALIA,,M,18.0,N,nurse shark,11,AU,-27.0,133.0,Spring
1967-08-19,1967,Unprovoked,AUSTRALIA,multiple activities,M,23.0,Y,white shark,8,AU,-27.0,133.0,Winter
1967-05-13,1967,Provoked,AUSTRALIA,,M,30.0,N,bronze whaler shark,5,AU,-27.0,133.0,Autumn
1967-05-09,1967,Provoked,AUSTRALIA,,M,22.0,N,nurse shark,5,AU,-27.0,133.0,Autumn
1967-03-12,1967,Provoked,AUSTRALIA,multiple activities,M,36.0,N,nurse shark,3,AU,-27.0,133.0,Summer
1967-01-06,1967,Provoked,AUSTRALIA,,M,15.0,N,,1,AU,-27.0,133.0,Summer
1966-12-31,1966,Unprovoked,AUSTRALIA,fishing,M,30.0,N,,12,AU,-27.0,133.0,Spring
1966-12-27,1966,Provoked,AUSTRALIA,multiple activities,M,29.0,N,nurse shark,12,AU,-27.0,133.0,Spring
1966-12-27,1966,Unprovoked,AUSTRALIA,multiple activities,M,19.0,N,nurse shark,12,AU,-27.0,133.0,Spring
1966-12-26,1966,Unprovoked,AUSTRALIA,multiple activities,M,29.0,N,,12,AU,-27.0,133.0,Spring
1966-09-27,1966,Unprovoked,AUSTRALIA,snorkeling,M,32.0,N,bronze whaler shark,9,AU,-27.0,133.0,Winter
1966-09-13,1966,Provoked,AUSTRALIA,multiple activities,M,,,,9,AU,-27.0,133.0,Winter
1966-09-10,1966,Unprovoked,AUSTRALIA,multiple activities,M,43.0,N,mako shark,9,AU,-27.0,133.0,Winter
1966-08-28,1966,Watercraft,AUSTRALIA,,M,,N,,8,AU,-27.0,133.0,Winter
1966-05-20,1966,Sea Disaster,AUSTRALIA,,M,40.0,Y,,5,AU,-27.0,133.0,Autumn
1966-05-20,1966,Unprovoked,AUSTRALIA,fishing,M,,N,,5,AU,-27.0,133.0,Autumn
1966-05-20,1966,Sea Disaster,AUSTRALIA,,M,38.0,Y,white shark,5,AU,-27.0,133.0,Autumn
1966-04-00,1966,Sea Disaster,AUSTRALIA,,M,,N,,4,AU,-27.0,133.0,Autumn
1966-03-20,1966,Provoked,AUSTRALIA,fishing,,,N,white shark,3,AU,-27.0,133.0,Summer
1966-02-27,1966,Unprovoked,AUSTRALIA,,M,13.0,N,white shark,2,AU,-27.0,133.0,Summer
1966-01-15,1966,Unprovoked,AUSTRALIA,multiple activities,M,30.0,N,wobbegong,1,AU,-27.0,133.0,Summer
1966-01-10,1966,Unprovoked,AUSTRALIA,,M,43.0,N,,1,AU,-27.0,133.0,Summer
1965-12-28,1965,Unprovoked,AUSTRALIA,multiple activities,M,40.0,N,,12,AU,-27.0,133.0,Spring
1965-12-10,1965,Watercraft,AUSTRALIA,fishing,,,N,,12,AU,-27.0,133.0,Spring
1965-11-21,1965,Provoked,AUSTRALIA,fishing,M,43.0,Y,,11,AU,-27.0,133.0,Spring
1965-11-03,1965,Unprovoked,AUSTRALIA,surfing,M,24.0,N,nurse shark,11,AU,-27.0,133.0,Spring
1965-01-10,1965,Unprovoked,AUSTRALIA,swimming,M,,N,,1,AU,-27.0,133.0,Summer
1964-12-10,1964,Watercraft,AUSTRALIA,fishing,,,N,,12,AU,-27.0,133.0,Spring
1964-11-29,1964,Unprovoked,AUSTRALIA,snorkeling,M,25.0,N,white shark,11,AU,-27.0,133.0,Spring
1964-11-18,1964,Unprovoked,AUSTRALIA,swimming,M,29.0,Y,,11,AU,-27.0,133.0,Spring
1964-11-13,1964,Provoked,AUSTRALIA,,M,25.0,N,white shark,11,AU,-27.0,133.0,Spring
1964-10-04,1964,Unprovoked,AUSTRALIA,multiple activities,M,19.0,N,nurse shark,10,AU,-27.0,133.0,Spring
1964-03-28,1964,Unprovoked,AUSTRALIA,surfing,M,19.0,N,,3,AU,-27.0,133.0,Summer
1964-01-18,1964,Unprovoked,AUSTRALIA,snorkeling,M,,N,wobbegong,1,AU,-27.0,133.0,Summer
1964-01-01,1964,Unprovoked,AUSTRALIA,,,,,,1,AU,-27.0,133.0,Summer
1963-12-26,1963,Unprovoked,AUSTRALIA,,M,,N,,12,AU,-27.0,133.0,Spring
1963-12-21,1963,Provoked,AUSTRALIA,fishing,M,,N,wobbegong,12,AU,-27.0,133.0,Spring
1963-12-08,1963,Unprovoked,AUSTRALIA,multiple activities,M,23.0,N,white shark,12,AU,-27.0,133.0,Spring
1963-11-14,1963,Provoked,AUSTRALIA,,M,,N,white shark,11,AU,-27.0,133.0,Spring
1963-09-13,1963,Provoked,AUSTRALIA,surfing,M,18.0,N,,9,AU,-27.0,133.0,Winter
1963-04-22,1963,Provoked,AUSTRALIA,fishing,M,,N,nurse shark,4,AU,-27.0,133.0,Autumn
1963-04-13,1963,Unprovoked,AUSTRALIA,surfing,M,25.0,N,,4,AU,-27.0,133.0,Autumn
1963-02-24,1963,Unprovoked,AUSTRALIA,multiple activities,M,18.0,N,bronze whaler shark,2,AU,-27.0,133.0,Summer
1963-01-28,1963,Unprovoked,AUSTRALIA,wading,F,32.0,Y,bull shark,1,AU,-27.0,133.0,Summer
1963-01-04,1963,Provoked,AUSTRALIA,fishing,,,N,white shark,1,AU,-27.0,133.0,Summer
1962-12-09,1962,Unprovoked,AUSTRALIA,multiple activities,M,16.0,Y,white shark,12,AU,-27.0,133.0,Spring
1962-11-29,1962,Unprovoked,AUSTRALIA,multiple activities,M,26.0,N,,11,AU,-27.0,133.0,Spring
1962-11-10,1962,Watercraft,AUSTRALIA,fishing,,,N,,11,AU,-27.0,133.0,Spring
1962-10-14,1962,Watercraft,AUSTRALIA,,M,,N,nurse shark,10,AU,-27.0,133.0,Spring
1962-06-07,1962,Watercraft,AUSTRALIA,fishing,,,N,,6,AU,-27.0,133.0,Autumn
1962-04-20,1962,Provoked,AUSTRALIA,fishing,,,N,bronze whaler shark,4,AU,-27.0,133.0,Autumn
1962-03-25,1962,Watercraft,AUSTRALIA,multiple activities,,,N,bronze whaler shark,3,AU,-27.0,133.0,Summer
1962-02-15,1962,Unprovoked,AUSTRALIA,fishing,M,,N,,2,AU,-27.0,133.0,Summer
1962-02-04,1962,Unprovoked,AUSTRALIA,swimming,M,35.0,N,,2,AU,-27.0,133.0,Summer
1962-01-21,1962,Provoked,AUSTRALIA,multiple activities,M,19.0,N,bronze whaler shark,1,AU,-27.0,133.0,Summer
1962-01-14,1962,Provoked,AUSTRALIA,multiple activities,,,N,nurse shark,1,AU,-27.0,133.0,Summer
1962-01-14,1962,Unprovoked,AUSTRALIA,surfing,M,19.0,N,bronze whaler shark,1,AU,-27.0,133.0,Summer
1962-01-11,1962,Watercraft,AUSTRALIA,fishing,,,N,nurse shark,1,AU,-27.0,133.0,Summer
1962-01-10,1962,Watercraft,AUSTRALIA,fishing,,,N,white shark,1,AU,-27.0,133.0,Summer
1962-01-07,1962,Provoked,AUSTRALIA,rowing sports,,,N,,1,AU,-27.0,133.0,Summer
1962-01-07,1962,Unprovoked,AUSTRALIA,surfing,,,N,,1,AU,-27.0,133.0,Summer
1962-01-02,1962,Provoked,AUSTRALIA,fishing,,,N,,1,AU,-27.0,133.0,Summer
1962-00-00,1962,Unprovoked,AUSTRALIA,snorkeling,M,,N,,0,AU,-27.0,133.0,
1961-12-28,1961,Unprovoked,AUSTRALIA,wading,F,18.0,Y,,12,AU,-27.0,133.0,Spring
1961-12-28,1961,Unprovoked,AUSTRALIA,wading,M,24.0,N,,12,AU,-27.0,133.0,Spring
1961-12-27,1961,Provoked,AUSTRALIA,multiple activities,M,23.0,N,nurse shark,12,AU,-27.0,133.0,Spring
1961-12-19,1961,Watercraft,AUSTRALIA,fishing,,,N,,12,AU,-27.0,133.0,Spring
1961-12-18,1961,Unprovoked,AUSTRALIA,surfing,M,22.0,Y,,12,AU,-27.0,133.0,Spring
1961-12-13,1961,Unprovoked,AUSTRALIA,swimming,M,17.0,N,,12,AU,-27.0,133.0,Spring
1961-07-07,1961,Provoked,AUSTRALIA,fishing,,,N,white shark,7,AU,-27.0,133.0,Winter
1961-05-07,1961,Provoked,AUSTRALIA,multiple activities,M,,N,,5,AU,-27.0,133.0,Autumn
1961-04-25,1961,Provoked,AUSTRALIA,multiple activities,M,,N,wobbegong,4,AU,-27.0,133.0,Autumn
1961-04-16,1961,Provoked,AUSTRALIA,multiple activities,M,21.0,N,wobbegong,4,AU,-27.0,133.0,Autumn
1961-04-14,1961,Unprovoked,AUSTRALIA,,M,40.0,N,,4,AU,-27.0,133.0,Autumn
1961-04-03,1961,Unprovoked,AUSTRALIA,multiple activities,M,24.0,N,nurse shark,4,AU,-27.0,133.0,Autumn
1961-04-00,1961,Provoked,AUSTRALIA,multiple activities,M,,N,wobbegong,4,AU,-27.0,133.0,Autumn
1961-03-30,1961,Unprovoked,AUSTRALIA,multiple activities,M,24.0,N,bronze whaler shark,3,AU,-27.0,133.0,Summer
1961-03-18,1961,Unprovoked,AUSTRALIA,swimming,M,24.0,N,,3,AU,-27.0,133.0,Summer
1961-03-14,1961,Provoked,AUSTRALIA,fishing,F,,N,,3,AU,-27.0,133.0,Summer
1961-03-12,1961,Unprovoked,AUSTRALIA,multiple activities,M,21.0,N,white shark,3,AU,-27.0,133.0,Summer
1961-02-17,1961,Unprovoked,AUSTRALIA,wading,F,,N,,2,AU,-27.0,133.0,Summer
1961-02-01,1961,Unprovoked,AUSTRALIA,,M,,N,nurse shark,2,AU,-27.0,133.0,Summer
1961-01-15,1961,Provoked,AUSTRALIA,,M,27.0,N,wobbegong,1,AU,-27.0,133.0,Summer
1961-01-06,1961,Provoked,AUSTRALIA,fishing,M,,N,hammerhead shark,1,AU,-27.0,133.0,Summer
1961-01-02,1961,Watercraft,AUSTRALIA,,,,N,,1,AU,-27.0,133.0,Summer
1961-00-00,1961,Watercraft,AUSTRALIA,fishing,,,N,,0,AU,-27.0,133.0,
1960-12-27,1960,Unprovoked,AUSTRALIA,,F,27.0,,,12,AU,-27.0,133.0,Spring
1960-12-20,1960,Unprovoked,AUSTRALIA,fishing,M,33.0,,nurse shark,12,AU,-27.0,133.0,Spring
1960-12-01,1960,Unprovoked,AUSTRALIA,fishing,M,,N,bull shark,12,AU,-27.0,133.0,Spring
1960-11-27,1960,Unprovoked,AUSTRALIA,swimming,M,41.0,,,11,AU,-27.0,133.0,Spring
1960-11-11,1960,Provoked,AUSTRALIA,multiple activities,M,17.0,,,11,AU,-27.0,133.0,Spring
1960-11-06,1960,Unprovoked,AUSTRALIA,multiple activities,M,24.0,,wobbegong,11,AU,-27.0,133.0,Spring
1960-09-18,1960,Watercraft,AUSTRALIA,,,,N,,9,AU,-27.0,133.0,Winter
1960-04-22,1960,Provoked,AUSTRALIA,fishing,M,,N,bronze whaler shark,4,AU,-27.0,133.0,Autumn
1960-04-12,1960,Unprovoked,AUSTRALIA,surfing,M,17.0,N,white shark,4,AU,-27.0,133.0,Autumn
1960-04-10,1960,Provoked,AUSTRALIA,multiple activities,M,,N,tiger shark,4,AU,-27.0,133.0,Autumn
1960-04-03,1960,Unprovoked,AUSTRALIA,multiple activities,M,,N,,4,AU,-27.0,133.0,Autumn
1960-04-03,1960,Unprovoked,AUSTRALIA,,M,,N,bronze whaler shark,4,AU,-27.0,133.0,Autumn
1960-04-01,1960,Provoked,AUSTRALIA,fishing,,,N,white shark,4,AU,-27.0,133.0,Autumn
1960-02-29,1960,Unprovoked,AUSTRALIA,multiple activities,M,,N,,2,AU,-27.0,133.0,Summer
1960-02-10,1960,Provoked,AUSTRALIA,fishing,,,N,tiger shark,2,AU,-27.0,133.0,Summer
1960-02-07,1960,Provoked,AUSTRALIA,multiple activities,M,20.0,N,nurse shark,2,AU,-27.0,133.0,Summer
1960-01-21,1960,Watercraft,AUSTRALIA,,,,N,,1,AU,-27.0,133.0,Summer
1960-01-16,1960,Unprovoked,AUSTRALIA,snorkeling,M,13.0,Y,bull shark,1,AU,-27.0,133.0,Summer
1960-01-13,1960,Provoked,AUSTRALIA,fishing,M,,N,wobbegong,1,AU,-27.0,133.0,Summer
1960-01-07,1960,Watercraft,AUSTRALIA,,,,N,,1,AU,-27.0,133.0,Summer
1959-12-29,1959,Watercraft,AUSTRALIA,rowing sports,,,N,tiger shark,12,AU,-27.0,133.0,Spring
1959-12-28,1959,Watercraft,AUSTRALIA,fishing,,,N,,12,AU,-27.0,133.0,Spring
1959-12-19,1959,Unprovoked,AUSTRALIA,,M,29.0,Y,,12,AU,-27.0,133.0,Spring
1959-12-11,1959,Provoked,AUSTRALIA,multiple activities,M,,N,,12,AU,-27.0,133.0,Spring
1959-11-29,1959,Unprovoked,AUSTRALIA,surfing,M,19.0,N,,11,AU,-27.0,133.0,Spring
1959-11-28,1959,Unprovoked,AUSTRALIA,wading,M,17.0,N,,11,AU,-27.0,133.0,Spring
1959-11-22,1959,Unprovoked,AUSTRALIA,surfing,M,19.0,N,,11,AU,-27.0,133.0,Spring
1959-11-12,1959,Provoked,AUSTRALIA,fishing,,,N,,11,AU,-27.0,133.0,Spring
1959-11-09,1959,Provoked,AUSTRALIA,multiple activities,M,,N,,11,AU,-27.0,133.0,Spring
1959-04-11,1959,Unprovoked,AUSTRALIA,snorkeling,M,43.0,N,tiger shark,4,AU,-27.0,133.0,Autumn
1959-04-05,1959,Unprovoked,AUSTRALIA,multiple activities,M,,N,,4,AU,-27.0,133.0,Autumn
1959-02-28,1959,Watercraft,AUSTRALIA,fishing,M,,N,mako shark,2,AU,-27.0,133.0,Summer
1959-01-31,1959,Unprovoked,AUSTRALIA,,M,20.0,N,nurse shark,1,AU,-27.0,133.0,Summer
1959-01-25,1959,Unprovoked,AUSTRALIA,swimming,M,16.0,N,,1,AU,-27.0,133.0,Summer
1959-01-17,1959,Unprovoked,AUSTRALIA,,M,22.0,Y,,1,AU,-27.0,133.0,Summer
1959-01-17,1959,Unprovoked,AUSTRALIA,surfing,M,17.0,N,,1,AU,-27.0,133.0,Summer
1959-01-00,1959,Unprovoked,AUSTRALIA,multiple activities,M,,N,,1,AU,-27.0,133.0,Summer
1958-11-23,1958,Unprovoked,AUSTRALIA,swimming,M,21.0,Y,,11,AU,-27.0,133.0,Spring
1958-01-27,1958,Unprovoked,AUSTRALIA,multiple activities,M,17.0,N,,1,AU,-27.0,133.0,Summer
1958-01-19,1958,Unprovoked,AUSTRALIA,surfing,M,14.0,N,,1,AU,-27.0,133.0,Summer
1957-12-31,1957,Unprovoked,AUSTRALIA,multiple activities,M,,N,,12,AU,-27.0,133.0,Spring
1957-11-04,1957,Watercraft,AUSTRALIA,fishing,,,N,,11,AU,-27.0,133.0,Spring
1957-07-09,1957,Unprovoked,AUSTRALIA,snorkeling,M,36.0,N,,7,AU,-27.0,133.0,Winter
1957-05-11,1957,Unprovoked,AUSTRALIA,multiple activities,M,28.0,N,,5,AU,-27.0,133.0,Autumn
1957-04-23,1957,Unprovoked,AUSTRALIA,surfing,M,15.0,N,wobbegong,4,AU,-27.0,133.0,Autumn
1957-04-13,1957,Unprovoked,AUSTRALIA,swimming,M,22.0,N,,4,AU,-27.0,133.0,Autumn
1957-02-02,1957,Unprovoked,AUSTRALIA,,M,,,,2,AU,-27.0,133.0,Summer
1956-08-15,1956,Provoked,AUSTRALIA,snorkeling,M,,N,wobbegong,8,AU,-27.0,133.0,Winter
1956-06-28,1956,Unprovoked,AUSTRALIA,multiple activities,M,,N,,6,AU,-27.0,133.0,Autumn
1956-05-00,1956,Unprovoked,AUSTRALIA,snorkeling,,,N,,5,AU,-27.0,133.0,Autumn
1956-03-11,1956,Unprovoked,AUSTRALIA,swimming,M,13.0,N,,3,AU,-27.0,133.0,Summer
1956-03-04,1956,Unprovoked,AUSTRALIA,multiple activities,M,26.0,Y,,3,AU,-27.0,133.0,Summer
1956-03-00,1956,Unprovoked,AUSTRALIA,,M,21.0,N,,3,AU,-27.0,133.0,Summer
1956-02-26,1956,Unprovoked,AUSTRALIA,snorkeling,M,15.0,Y,,2,AU,-27.0,133.0,Summer
